id,election_id,party_id,alliance_id,seats,votes,description
4882,161,1556,,258,12216172,
4884,282,1392,,5,282454,
4892,410,773,,25,4198394,""
4894,361,772,,0,893683,""
4911,447,808,5562,193,12079535,
4912,345,1193,,300,22950404,""
4919,514,659,,20,5999606,""
4930,138,170,,8,1341584,""
4934,103,912,,15,896128,German Party (DP) won 9 SMD seats (10 total) through electoral coordination with the Christian Democrats (CDU) and Free Democrats (FDP).
4935,645,905,,1,1944038,""
4937,677,1539,,22,4763026,""
4939,138,86,,3,38104,""
4941,75,1297,,70,2465526,""
4958,223,1496,,,12002642,""
4959,291,1414,7679,7,729980,""
4963,581,137,,10,727505,""
4972,514,467,,0,171927,""
4980,96,368,,83,4205072,
4985,407,401,7678,41,1360465,""
4986,276,368,,141,4102776,""
4988,403,873,7538,3,1138222,""
4993,471,686,7675,148,5005336,""
5005,40,1126,,0,113843,""
5007,18,791,,7,1579109,""
5011,680,686,,7,1342222,""
5014,118,791,,54,4118194,Electoral alliance with WASG members on PDS lists.
5022,546,794,,2,2186422,
5024,103,187,,0,295739,
5026,664,285,7589,22,1199887,""
5028,385,543,,47,3538815,
5038,189,296,,28,822661,""
5045,240,368,,135,4982220,""
5047,282,296,,21,1381658,
5056,609,453,,17,,""
5062,625,1496,,,12492404,""
5063,233,319,,9,241856,
5064,243,1210,,5,254578,""
5066,581,187,,5,429031,""
5068,678,659,,6,722402,
5073,410,319,,1,88346,Democratic Unionist (DUP) took 1 seat with 18.2% of the vote in Northern Ireland.
5074,583,773,1458,250,,""
5079,686,1556,,29,2803821,""
5080,139,368,,147,4853914,
5087,53,905,,21,3227463,""
5096,609,2296,,1,110634,Common Wealth Party
5097,53,1053,,29,3554076,""
5104,25,1053,,14,3178949,""
5110,424,794,,95,2591614,
5113,650,368,,155,4994277,""
5115,506,940,,85,10412584,""
5124,417,772,,7,1741494,""
5135,471,1297,,62,2545845,""
5149,514,319,,3,103039,""
5150,582,1272,,0,919546,""
5156,327,905,,6,,""
5168,163,558,,214,16099019,
5172,160,270,,7,1684859,""
5173,471,1539,7675,134,4561411,""
5176,484,543,,34,2706942,
5179,243,1126,,0,191719,""
5186,237,837,,31,7762032,""
5191,506,86,,4,499670,""
5193,625,659,,9,2621487,
5194,403,1101,7537,2,202831,""
5201,237,905,,15,,""
5202,139,794,,103,3552994,
5203,609,659,,12,2252430,""
5208,490,1023,,3,72671,
5211,403,658,7537,356,8408023,""
5214,57,1193,,223,22999646,""
5235,231,772,,14,3194509,""
5236,291,1094,7679,191,7378089,""
5241,386,686,7682,33,4434831,""
5244,171,1058,7536,22,616440,""
5246,292,296,,23,636310,""
5252,290,1547,4440,6,,""
5256,445,791,,17,1129578,Party passed regional threshold by winning 11.1% vote share in eastern Germany.
5257,568,646,2691,3,,""
5260,189,556,,1,111892,""
5267,113,86,,3,402832,""
5270,361,808,5574,34,10883085,""
5287,583,1092,,1,26292,""
5290,643,1492,7597,9,279320,""
5292,682,467,,0,2292705,""
5294,57,905,,30,4304188,""
5296,315,453,,1,,Martin Bell in Tatton constituency.
5304,650,794,,20,2446705,""
5308,357,59,7683,54,1700806,""
5309,102,773,4617,302,,""
5311,582,319,,8,168216,""
5320,433,905,,19,2641064,""
5321,37,1023,,1,140622,Social Democratic and Labour Party (SDLP) took 1 seat with 24.5% of the vote in Northern Ireland.
5329,601,1189,,2,42366,""
5332,546,1189,,1,20343,""
5339,312,1539,7664,88,3247431,""
5353,433,170,,4,1631811,""
5359,514,1023,,4,184445,""
5384,233,1272,,0,605973,""
5386,233,773,,198,8784915,""
5412,595,791,,30,2066176,Party did not pass the five percent threshold but gained representation in the Bundestag by winning 4 SMD seats (3 minimum) in the East of Germany.
5415,679,524,,0,906383,
5427,348,686,7673,146,5199111,""
5457,609,1284,,0,30595,""
5524,18,524,,0,485662,""
5525,18,301,,0,331388,""
5526,18,292,,0,314402,""
5529,417,524,,0,461038,""
5534,296,1506,,0,444921,""
5535,610,1718,,0,313108,""
5538,540,1720,,0,385676,""
5540,692,1722,,185,13536044,""
5541,692,1726,,112,9849458,""
5542,692,1723,,89,5683312,""
5543,692,1724,,67,5129594,""
5544,692,1540,,2,733122,""
5545,693,1726,,199,13476428,""
5546,693,1755,,35,3054688,""
5547,693,1734,,76,6186232,""
5548,693,1724,,66,4677833,""
5549,693,1723,,72,4516715,""
5550,693,1540,,1,655990,""
5551,694,1726,,240,16937225,""
5552,694,1734,,85,6421094,""
5553,694,1724,,57,4103872,""
5554,694,1723,,54,3493970,""
5555,694,1540,,0,896765,""
5556,695,940,,48,4129794,""
5557,581,1727,,,,
5558,103,1727,,,,
5559,331,1727,,,,
5560,381,1727,,,,
5561,250,1727,,,,
5562,447,1727,,,,
5563,95,1727,,,,
5564,163,1727,,,,
5565,547,1727,,,,
5566,484,1727,,,,
5567,588,1727,,,,
5568,445,1727,,,,
5569,595,1727,,,,
5570,679,1727,,,,
5571,385,1727,,,,
5572,118,1727,,,,
5573,93,1727,,,,
5574,361,1727,,,,
5575,610,1727,,,,
5576,296,1727,,,,
5577,540,1727,,,,
5578,417,1727,,,,
5579,18,1727,,,,
5580,231,1727,,,,
5581,695,1734,,69,4798352,""
5582,695,1733,,14,1041879,""
5583,695,1540,,35,2984780,""
5584,695,1726,,264,13420269,""
5585,696,1726,,131,7312524,""
5586,696,940,,143,7176882,""
5587,696,1734,,124,6960270,""
5588,696,1733,,31,1915948,""
5589,697,1726,,148,14082575,""
5590,697,1734,,110,11232610,""
5591,697,940,,96,10069907,""
5592,697,1733,,45,3484889,""
5593,697,1540,,6,2135757,""
5597,696,1540,,4,1002883,""
5598,695,1736,,7,606840,""
5599,695,1737,,5,387214,""
5600,694,1736,,4,261190,""
5601,693,1736,,5,358773,""
5602,694,1738,,2,390015,""
5743,581,2289,,1,75388,Südschleswigscher Wählerverband (South Schleswig Voter League)
5744,554,905,,18,,""
5752,696,1055,,33,,""
5753,695,1055,,24,,""
5754,694,1055,,24,,""
5755,693,1055,,12,,""
5756,692,1736,,4,357611,""
5757,692,1055,,8,,""
5759,333,1055,,2,,""
5760,697,1055,,33,,""
5784,664,1492,7590,6,228758,""
5785,664,270,,0,3159477,""
5787,222,1023,,1,151399,Social Democratic and Labour Party (John Hume) took 1 seat with 22.1% of the vote in Northern Ireland.
5796,697,905,,26,7750784,""
5830,703,1255,,166,5835270,""
5831,703,296,,103,4512411,""
5832,703,368,,34,2783076,""
5833,703,448,,4,891425,""
5834,703,1259,,1,572095,""
5855,351,311,,0,162478,Plaid Cymru (Plaid) failed to win a seat with 17.1% of the Welsh vote.
5871,345,905,,2,956781,""
5872,640,905,,1,1407339,""
5873,367,905,,5,2326392,""
5874,327,247,,1,433122,""
6740,189,2011,,1,6147,""
6761,18,1235,,0,268468,""
6858,581,2034,,0,216749,Radikal-Soziale Freiheitspartei (Radical Socialist Freedom Party)
6901,490,467,,0,89753,""
6902,40,1599,,1,,""
6903,582,2296,,1,42762,Alliance Party of Northern Ireland
6904,686,2061,,0,138097,""
6905,410,2062,,0,279801,""
6906,410,2063,,0,249493,""
6907,410,2064,,0,173115,""
6910,703,2067,,0,18910,Christian Heritage Party of Canada
6936,683,1392,,6,527604,""
6948,782,686,,10,1793192,""
6949,782,1539,7533,280,7618326,""
6950,782,1492,7533,12,428898,""
6951,782,177,7533,22,881555,""
6952,782,873,7533,17,1418264,""
6953,782,2077,,2,145809,""
6954,782,509,,2,458098,""
6955,782,2078,7534,2,156026,""
6956,782,401,7534,6,321124,""
6957,782,1058,7534,12,569897,""
6958,782,658,7534,194,7037268,""
6959,782,285,7534,15,910034,""
6960,782,270,,2,3528663,""
6961,782,2079,,1,49499,""
6962,782,2080,,0,249068,Ecologiste (Ecological Movement)
6963,403,270,,0,2862960,""
6965,286,2085,,1,11956,""
6966,76,2085,,1,15412,""
7012,315,2103,,0,811849,""
7013,208,1272,,0,390563,""
7111,686,689,,0,117643,""
7128,788,1193,,294,16624457,""
7129,788,439,,57,9628653,""
7130,788,2136,,54,12262228,""
7131,788,837,,31,7116474,""
7132,788,1124,,18,5245586,""
7133,788,2069,,9,3423915,""
7134,788,1540,,8,3689159,""
7135,788,905,,5,,""
7136,788,940,,2,1420790,""
7137,788,4,,1,70847,""
7138,788,247,,1,346848,""
7145,788,2141,,0,216150,Kōfuku Jitsugentō (Happiness Realization Party)
7146,455,1259,,0,104502,""
7147,650,1189,,1,17163,""
7148,650,1259,,0,55583,""
7149,240,1189,,1,15089,""
7150,546,2142,,0,186497,""
7151,96,897,,0,275767,""
7152,360,259,,0,749741,""
7153,680,650,,0,392291,""
7154,680,1176,,0,442723,""
7155,680,2143,,0,494986,""
7156,680,259,,0,771061,""
7157,160,1176,,0,440134,""
7165,686,1250,,0,102644,""
7166,159,2148,,0,99178,""
7167,139,1392,,0,185486,""
7168,410,2147,,0,153236,""
7169,139,2148,,0,110597,""
7175,683,2148,,0,62601,""
7176,276,1189,,1,20671,""
7201,91,1392,,0,62956,""
7202,91,1189,,1,17014,""
7203,282,556,,0,4285,""
7217,276,2067,,0,16261,Marxist-Leninist Party
7218,552,1189,,2,35421,""
7219,552,2148,,0,1565,""
7221,424,556,,0,4234,""
7222,286,1392,,0,188717,""
7223,112,2162,,0,86087,""
7227,76,556,,0,6360,""
7230,562,2162,,0,8129,""
7231,292,1189,,4,,""
7233,112,2085,,1,11730,""
7234,112,2011,,1,9192,""
7238,189,2067,,0,4872,National Government
7372,292,2085,,1,11380,""
7514,171,2077,,1,133473,""
7515,171,947,,1,,""
7516,171,1101,7536,1,312581,""
7517,171,2083,,0,888250,""
7518,403,1176,,0,301984,""
7519,403,442,,0,320467,""
7520,403,1492,7538,7,388891,""
7521,403,177,7538,3,275553,""
7522,403,2143,,0,299897,""
7523,403,2249,,0,295899,""
7525,403,259,,0,422448,""
7526,403,59,7537,1,104767,""
7527,403,2252,7537,5,94222,""
7529,403,1263,,0,276376,""
7530,479,2083,,0,644051,""
7531,479,1492,7551,13,366061,""
7532,479,1328,,1,354249,""
7533,782,2251,,,,""
7534,782,2250,,,,""
7535,171,2251,,,,""
7536,171,2250,,,,""
7537,403,2250,,,,""
7538,403,2251,,,,""
7539,800,1727,,,,""
7540,800,808,7539,255,14921877,""
7541,800,1180,7539,56,3243569,""
7542,800,558,,193,11252215,""
7543,800,543,,0,2083533,""
7544,800,791,,64,3755699,""
7545,800,772,,63,3694057,""
7546,800,865,,0,959177,""
7547,800,1537,,0,560828,""
7548,800,2253,,0,2056985,""
7550,479,2250,,,,""
7551,479,2251,,,,""
7589,664,2250,,,,""
7590,664,2251,,,,""
7591,664,2083,,0,451804,""
7592,664,873,,0,1943774,""
7593,664,650,7592,0,,""
7594,664,1328,,1,957711,""
7596,643,2250,,,,""
7597,643,2251,,,,""
7598,643,2260,7597,0,351257,""
7599,643,285,7596,8,608695,""
7600,623,2251,,,,""
7601,623,2250,,,,""
7604,623,285,7601,4,365883,""
7616,623,873,,0,341239,""
7617,623,2264,7601,,5723175,""
7618,20,2251,,,,""
7619,20,2250,,,,""
7620,20,401,7619,0,2637981,Includes 359220 votes cast for candidates running under the label RS (Radicaux Socialistes).
7621,20,2265,7619,0,1319213,""
7622,20,1414,7619,10,643826,Includes 222211 votes cast for candidates running under the party label CNIP independently from the UDF alliance.
7624,20,873,,0,265647,""
7626,496,2251,,,,""
7627,496,2250,,,,""
7628,496,873,,0,574136,""
7629,496,1414,7627,10,785886,Includes 525975 votes cast for candidates running under the party label CNIP independently from the UDF alliance. 
7630,496,1176,,0,474226,""
7631,496,177,,10,385158,""
7632,496,516,,0,311807,""
7633,496,2260,7627,0,548608,Includes 362141 votes cast for candidates running under the party label MP independently from the UDF alliance.
7634,496,59,7627,,2968014,""
7635,496,2265,7627,,1452025,""
7636,496,401,7627,,533405,""
7646,386,1414,7681,8,428872,""
7647,386,516,7682,0,862515,""
7648,375,898,,0,301371,""
7649,375,2079,,0,225273,""
7650,375,2269,,0,248262,""
7653,643,2265,7596,,,""
7654,643,59,7596,,,""
7655,643,401,7596,,,""
7656,664,401,7589,,,""
7657,664,2265,7589,,,""
7658,664,59,7589,,,""
7659,479,59,7550,,,""
7660,479,2265,7550,,,""
7661,479,401,7550,,,""
7662,312,2079,,0,260749,""
7663,312,2250,,,,""
7664,312,2251,,,,""
7665,312,890,7664,,848321,""
7666,293,2279,,,,""
7667,75,2279,,,,""
7668,348,2280,271,,,""
7669,75,2280,4028,,,""
7670,75,401,4028,,,""
7671,293,401,7666,,,""
7672,293,2280,7666,,,""
7673,348,2279,,,,""
7674,471,2280,354,,,""
7675,471,2279,,,,""
7676,375,2284,,,,""
7677,407,2250,,,,""
7678,407,2251,,,,""
7679,291,2250,,,,""
7680,291,2251,,,,""
7681,386,2250,,,,""
7682,386,2251,,,,""
7683,357,2250,,,,""
7684,357,2251,,,,""
7685,357,401,7683,,,""
7686,407,2079,,0,88326,""
7687,357,1176,,0,194685,""
7688,291,2079,,0,124862,""
7710,118,796,5014,,,""
7841,95,1537,,0,207465,""
7842,163,1537,,0,122661,""
7843,484,1537,,0,91095,""
7844,588,1537,,0,227054,""
7845,385,524,,0,280671,""
7941,824,270,,24,4712461,""
7942,824,658,,20,3943819,""
7943,824,1539,,12,2650357,""
7944,824,1492,7943,1,,""
7945,824,509,,4,1884565,""
7946,824,401,7945,1,,""
7947,824,2078,7945,1,,""
7948,824,1058,7945,1,,""
7949,824,873,,6,1696442,""
7950,824,686,,3,1200713,""
7951,824,2399,,0,724441,""
7952,824,2400,,1,52017,""
7954,825,1727,,,,""
7955,825,808,7954,29,8812653,""
7956,825,1180,7954,5,1567448,""
7957,825,558,,27,8003628,""
7958,825,772,,11,3139274,""
7959,825,543,,3,986841,""
7960,825,791,,7,2168455,""
7961,825,41,,1,428800,""
7962,825,301,,1,366598,""
7963,825,1235,,1,202803,""
7964,825,865,,1,425044,""
7965,825,2289,,2,,"Partei für Arbeit, Rechtstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative (Party for Labour, Rule of Law, Animal Protection, Promotion of Elites and Grassroot-Democratic Initiative) 184,709 votes (0.6%); 
Ökologisch-Demokratische Partei (Ecological Democratic Party) 185,244 votes (0.6%)"
7966,825,2253,,7,2070014,""
7967,825,1537,,1,301139,""
7968,825,524,,0,109757,""
8014,312,2280,7664,,,""
8015,273,2252,240,,,""
8144,273,1263,,0,578837,""
8246,845,773,,19,3792549,""
8248,845,1272,,24,4376635,""
8250,845,1556,,20,4020646,""
8251,845,467,,3,1255573,""
8252,845,1284,,2,389503,Scottish Nationalists (SNP) took 2 seats with 29.0% of the vote in Scotland.
8253,845,659,,1,1087633,""
8254,845,689,,1,159813,Sinn Féin (SF) took 1 seat with 25.5% of the vote in Northern Ireland.
8255,845,319,,1,131163,Democratic Unionist (DUP) took 1 seat with 20.9% of the vote in Northern Ireland. 
8256,845,311,,1,111864,Plaid Cymru (Plaid) took 1 seat with 15.3% of the vote in Wales. 
8257,845,1210,,1,83438,Ulster Unionists (UUP) took 1 seat with 13.3% of the vote in Northern Ireland.
8258,845,2387,,0,235124,""
8259,845,1250,,0,179694,""
8307,677,1492,4937,,,""
8308,677,1176,,0,623663,""
8309,677,442,8308,,,""
8311,677,285,,0,283144,""
8314,677,2265,,0,373259,""
8315,415,138,8324,,,""
8317,415,2265,,0,382404,""
8318,415,1176,,0,417702,""
8319,415,1492,,0,670474,""
8320,360,138,8325,,,""
8321,360,1492,8325,,,""
8322,360,1176,,0,258663,""
8323,360,2249,,0,188573,""
8324,415,2264,,41,8683596,""
8325,360,2264,,26,5242038,""
8326,680,2264,,28,4985574,""
8327,680,138,8326,,,""
8328,680,177,,0,305633,""
8329,273,2143,3617,,,""
8330,273,1492,3617,,,""
8331,273,59,1368,,,""
8332,273,442,4298,,,""
8333,273,285,,0,312450,""
8334,273,177,,0,178064,""
8335,273,2249,,0,268038,""
8336,160,442,7157,0,,""
8337,160,2252,,0,291234,""
8338,160,2249,,0,266538,""
8339,219,442,,0,840833,""
8340,219,2249,,0,625375,""
8341,219,2399,,,304585,""
8342,219,1176,,0,205975,""
8343,824,2249,,0,211759,""
8344,824,1176,,0,222491,""
8345,824,285,,0,266343,""
8346,160,2400,,1,109529,""
8347,824,177,,0,549734,""
8357,850,1193,,290,17658916,""
8358,850,837,,35,7314236,""
8359,850,439,,73,9775991,""
8360,850,1540,,21,6062962,""
8361,850,940,,2,1314441,""
8362,850,2141,,0,16597,New Renaissance Party (Shintō Kaikaku)
8363,850,905,,9,,""
8364,850,2136,,41,8382699,""
8365,850,2404,,2,1414919,""
8366,850,2069,,2,1028721,""
8385,250,1701,,,,4 seats won CSU (2 seats) and SPD (2 seats) list and MPs remained members of the respective parliamentary group.
8409,854,368,,181,2381443,""
8410,854,794,,40,1416230,""
8411,854,1392,,10,123033,Electoral Alliance with New Democracy
8422,856,773,,331,11334576,""
8423,856,1556,,232,9347304,""
8424,856,1284,,56,1454436,""
8425,856,659,,8,2415862,""
8426,856,319,,8,184260,""
8427,856,689,,4,176232,""
8428,856,311,,3,181704,""
8429,856,1023,,3,99809,""
8430,856,1210,,2,114935,""
8431,856,1272,,1,3881099,""
8432,856,467,,1,1157613,""
8433,856,2063,,0,61556,""
8434,856,2296,,1,,Others
8435,854,296,,8,393230,""
8436,857,368,,173,1975841,""
8437,857,794,,40,1305565,""
8438,857,1392,,17,180301,""
8439,857,296,,7,387056,""
8440,858,794,,137,1903815,""
8441,858,368,,91,1761352,""
8442,859,368,,128,1500302,""
8443,859,794,,91,1474283,""
8444,860,794,,116,1465331,""
8445,860,368,,99,1256824,""
8446,861,368,,116,1272660,""
8447,861,794,,50,945681,""
8448,862,794,,153,1074701,""
8449,862,368,,82,751493,""
8450,863,794,,134,666074,""
8451,863,368,,82,623554,""
8588,883,368,,133,487193,""
8589,883,794,,80,450790,""
8591,883,1189,,0,2622,""
8596,884,368,,138,536370,""
8597,884,794,,75,478729,""
8600,884,1189,,1,3548,""
8602,885,368,,135,592596,""
8603,885,794,,85,550351,""
8604,885,1189,,1,14835,""
8730,905,2500,,332,3472738,Electoral alliance: Coalition Government
8731,905,1556,,57,2245777,""
8732,905,659,,36,1388784,""
8733,905,2501,8730,127,1396590,""
8734,905,773,,50,671454,Includes three seats of the Ulster Unionist Labour Association. 
8735,905,689,,73,497107,""
8736,905,332,,7,238197,""
8737,905,2503,8730,9,156834,""
8740,905,2504,,2,94389,""
8741,905,1599,8730,1,9274,Coalition Independent
8744,905,2508,8730,4,53962,""
8745,905,2296,,1,57785,Co-operative Party 
8749,906,773,,344,5502298,""
8750,906,1556,,142,4237349,""
8751,906,659,,62,2668143,""
8752,906,1017,,53,1471317,""
8753,906,453,,10,,"Candidates without party affiliation won three seats, Independent Conservatives (Ind C) won three seats, Independent Liberals (Ind L) won one seat, Constitutionalist (Const) won one seat, Scottish Prohibition Party (SPP) won one seat,  Independent Labour (Ind Lab) won one seat."
8755,906,332,,3,102667,""
8759,906,2514,,1,16662,""
8762,907,773,,258,5514541,""
8763,907,1556,,191,4439780,""
8764,907,659,,158,4301481,""
8765,907,332,,3,97993,""
8766,907,453,,5,,""
8771,908,773,,412,7854523,""
8772,908,1556,,151,5489087,""
8773,908,659,,40,2928737,""
8774,908,2514,,7,185075,""
8775,908,1276,,1,55346,""
8776,908,689,,0,46457,""
8777,908,453,,3,,""
8779,908,332,,1,,""
8780,909,773,,260,8656225,""
8781,909,1556,,287,8370417,""
8782,909,659,,59,5308738,""
8783,909,453,,6,,""
8784,909,1276,,0,50634,""
8786,909,332,,3,24177,""
8788,910,773,,470,11905925,Electoral alliance: National Government
8789,910,1556,,52,6649630,""
8790,910,659,8788,32,1372595,""
8791,910,1017,8788,35,809302,""
8792,910,2479,8788,13,341370,""
8794,910,2517,,4,103528,""
8795,910,332,,2,123053,""
8796,910,2518,8788,4,10093,""
8797,910,1276,,0,74824,""
8800,911,773,,387,10496300,Electoral alliance: National Government
8801,911,1556,,154,8325491,""
8802,911,659,,21,1443093,""
8803,911,1017,8800,33,866354,""
8804,911,2479,8800,8,339811,""
8805,911,1205,,4,139577,""
8806,911,2518,8800,1,53189,""
8807,911,332,,2,101494,""
8810,911,1276,,1,27117,""
8811,911,453,,4,,""
9191,854,1189,,1,54852,""
9192,857,2565,,1,384095,""
9193,858,2566,,12,109745,""
9194,858,2427,,2,48352,""
9195,858,1189,,3,25456,""
9196,859,2566,,20,171516,""
9197,859,2427,,3,48352,""
9198,859,1189,,2,21017,""
9199,860,2566,,24,282152,""
9200,860,2427,,2,55330,""
9201,860,1189,,2,23235,""
9202,861,2566,,64,714620,""
9203,861,2427,,2,71321,""
9204,861,1189,,2,90532,""
9205,862,1189,,0,14453,""
9206,863,1189,,0,7177,""
9307,905,453,,8,,"Candidates without party affiliation won three seats, Independent Labor (Ind Lab) won three seats, National Socialist Party (NSP) won one seat, Independent Conservative (Ind C) won one seat."
9308,907,1276,,0,39448,""
9309,910,453,,3,,""
9310,863,2577,,5,,""
9311,861,2577,,1,,""
9312,860,2577,,2,,""
9313,859,2577,,1,,""
9314,857,2577,,7,,""
9315,854,2577,,5,,""
9322,983,1539,,149,1955306,Electoral Alliance: Popular Front (Front populaire)
9323,983,401,9322,109,1422611,""
9324,983,2594,9322,56,748600,""
9325,983,686,9322,72,1502404,""
9326,984,1539,,129,1964384,""
9327,984,401,,157,1836991,""
9328,984,2594,,37,515176,""
9329,984,686,,12,796630,""
9330,984,2581,,76,1233360,""
9331,984,2589,,33,582859,""
9332,984,2583,,16,309336,""
9334,985,1539,,99,1708251,""
9335,985,401,,120,1682543,Includes votes cast for Socialist Republicans and Independent Socialists (Socialistes Independants)
9336,985,2594,,33,490324,""
9337,985,2587,,74,2196243,""
9338,985,2581,,182,2082041,""
9339,985,2589,,26,215169,""
9340,985,686,,14,1066099,""
9341,986,401,,239,2515000,""
9342,986,2586,,67,1239000,""
9343,986,1539,,53,877000,""
9344,986,2587,,52,704000,""
9346,986,2589,,107,2572000,""
9347,986,2585,,39,692000,""
9348,986,2590,,18,205000,""
9349,987,401,,75,853000,""
9350,987,2590,,0,344000,""
9351,987,2587,,175,2501000,""
9352,987,2589,,145,1188000,""
9353,987,1539,,45,531000,""
9354,987,2585,,117,1414000,""
9355,987,2592,,18,386000,""
9356,988,2589,,91,1602209,""
9357,988,2594,,145,1727064,Electoral alliance AR (Rep. Dem. AlIiance) with Democratic Republican Alliance (Alliance Republicaine Democratique)
9358,988,1539,,75,1110561,""
9359,988,2587,,0,1018704,""
9360,988,2585,,105,966407,""
9361,988,2590,,25,345202,""
9362,988,2581,,137,1472442,""
9363,988,2593,,0,153231,""
9364,988,1328,,2,,""
9365,989,2581,,150,1588075,""
9366,989,401,,137,1530188,""
9367,989,1539,,103,1413044,Includes votes cast for Independent Socialists (Socialistes Independants) 
9368,989,2585,,96,1399830,""
9369,989,2589,,73,1297722,""
9370,989,2587,,0,819184,""
9371,989,2594,,27,326927,""
9372,990,2581,,201,1819691,Electoral alliance: National Bloc (Bloc National) with Republican Gathering (Entente Republicaine) and  National Concorde (Concorde National)
9373,990,401,,106,1420381,""
9374,990,1539,,67,1875716,Includes votes cast for Independent Socialists (Socialistes Independants) 
9375,990,2585,9372,51,504363,""
9376,990,2589,,88,1139794,""
9377,990,2587,,79,889177,""
9378,990,2594,,22,283001,""
9379,990,1328,,2,,""
9380,991,2581,,204,3190831,""
9381,991,1539,,104,1814000,""
9382,991,401,,162,1612581,Includes votes cast for  Independent Socialists (Socialistes Independants)
9383,991,2587,,53,1058293,""
9384,991,2589,,25,375806,""
9385,991,686,,26,885993,""
9387,985,1328,,2,,""
9388,984,2587,,72,1299936,""
9389,984,2585,,62,955990,""
9390,984,2584,,11,78412,""
9391,983,2587,9392,0,2536294,""
9392,983,2581,,222,1666004,Electoral alliance: National Front 
9393,983,2585,9392,,,""
9394,983,2583,9392,,,""
9395,983,2589,9392,,,""
9415,994,368,,184,6930136,""
9416,994,1255,,99,5600496,""
9417,994,296,,44,3461262,""
9418,994,448,,10,818652,""
9419,994,1259,,1,605864,""
9420,994,1189,,0,40879,""
9449,987,2586,9351,,,""
9505,991,2594,9382,,,""
9506,991,2585,9383,,,""
9617,985,2585,9337,52,,""
9619,20,59,7619,,,""
9620,623,59,7601,,,""
9659,1013,773,,318,13669883,""
9660,1013,1556,,262,12878460,""
9661,1013,1284,,35,977569,""
9662,1013,659,,12,2371910,""
9663,1013,319,,10,292316,""
9664,1013,689,,7,238915,""
9665,1013,311,,4,164466,""
9666,1013,467,,1,525435,""
9667,1013,1272,,0,594068,""
9668,1013,2296,,1,,Sylvia Hermon (Independent Unionist)
9675,1014,2643,,308,6391269,""
9676,1014,658,,112,3573427,""
9677,1014,509,9675,42,932227,""
9678,1014,2273,9676,18,687225,""
9679,1014,1539,,30,1685677,""
9680,1014,686,,10,615487,""
9681,1014,1492,9679,3,106311,""
9682,1014,177,9679,12,362281,""
9683,1014,285,9676,6,625345,""
9684,1014,270,,8,2990454,""
9685,1014,873,,1,973527,""
9686,1014,2399,,1,265420,""
9687,1014,2644,,17,2497622,""
9688,1014,2079,,1,68320,""
9689,1014,1328,,3,,""
9690,1014,947,,5,,regional parties (Régionaliste)
9691,1014,2083,,,175214,""
